Fecha,Total
2016-11-30,1.2781322723765431
2016-12-31,1.2578925231481484
2017-01-31,1.2157038406635803
2017-02-28,1.1440519560185185
2017-03-31,1.3737196219135803
2017-04-30,1.341655227623457
2017-05-31,1.4179467148919753
2017-06-30,1.170639616126543
2017-07-31,1.2594509895833332
2017-08-31,1.196153962191358
2017-09-30,1.2599627700617286
2017-10-31,1.312038449074074
2017-11-30,1.2861762905092593
2017-12-31,1.3248042515432101
2018-01-31,1.3320834143518518
2018-02-28,1.1694621875000002
2018-03-31,1.3626905864197532
2018-04-30,1.240737037037037
2018-05-31,1.431050308641975
2018-06-30,1.2995834085648148
2018-07-31,1.2939681983024691
2018-08-31,1.3495750520833334
2018-09-30,1.336523236882716
2018-10-31,1.3428449845679014
2018-11-30,1.3264450636574072
2018-12-31,1.2936305594135802
2019-01-31,1.2823572010030866
2019-02-28,1.2618636766975309
2019-03-31,1.402690528549383
2019-04-30,1.3713887114197532
2019-05-31,1.3283559799382718
2019-06-30,1.3098759490740741
2019-07-31,1.3194206674382716
2019-08-31,1.3182776620370371
2019-09-30,1.229493885030864
2019-10-31,1.2850957272376544
2019-11-30,1.3366514949845678
2019-12-31,1.3832069540895062
2020-01-31,1.3179949247685185
2020-02-29,1.2805444714506173
2020-03-31,1.3521937692901234
2020-04-30,1.1896429205246914
2020-05-31,1.2261360069444442
2020-06-30,1.1529001871141975
2020-07-31,1.3220421026234568
2020-08-31,1.2341269212962962
2020-09-30,1.2070728182870372
2020-10-31,1.295867783564815
2020-11-30,1.3533664390432099
2020-12-31,1.3583405613425925
2021-01-31,1.3285973765432098
2021-02-28,1.2373540895061728
2021-03-31,1.3295997357253087
2021-04-30,1.2841341435185185
2021-05-31,1.3304763580246912
2021-06-30,1.3171184722222222
2021-07-31,1.3692145486111111
2021-08-31,1.3494076581790124
2021-09-30,1.3165847569444442
2021-10-31,1.3802966550925928
2021-11-30,1.371114849537037
2021-12-31,1.4339621296296297
2022-01-31,1.3402425405092593
2022-02-28,1.2504843730709876
2022-03-31,1.4606635937500003
2022-04-30,1.4103379475308642
2022-05-31,1.4323378028549383
2022-06-30,1.3505935339506174
2022-07-31,1.4485876909722222
2022-08-31,1.4404838117283951
2022-09-30,1.3873309239969136
2022-10-31,1.4149886304012345
2022-11-30,1.409917199074074
2022-12-31,1.4261386979166666
2023-01-31,1.4001362538580246
2023-02-28,1.243191188271605
2023-03-31,1.3916086747685184
2023-04-30,1.3312292206790124
2023-05-31,1.4273577816358025
2023-06-30,1.3687470794753087
2023-07-31,1.4599066319444445
2023-08-31,1.4746049093364197
2023-09-30,1.4346892824074076
2023-10-31,1.4402908680555555
2023-11-30,1.4011515625
2023-12-31,1.412906757330247
2024-01-31,1.3488383429783948
2024-02-29,1.302027025462963
2024-03-31,1.391654247685185
2024-04-30,1.3572256153549382
2024-05-31,1.4298378260030864
2024-06-30,1.4993020254629632
2024-07-31,1.5584217476851852
2024-08-31,1.5020739756944443
2024-09-30,1.4851230902777777
2024-10-31,1.4498454976851851
2024-11-30,1.4520224556327161
2024-12-31,1.471946624228395
2025-01-31,1.450151963734568
2025-02-28,1.3211237037037038
2025-03-31,1.4715579610339506
2025-04-30,1.4203549498456791
2025-05-31,1.54679805941358
2025-06-30,1.4566954996141974
2025-07-31,1.5886681809413579
2025-08-31,0.5765326234567902
